30069c15	1	Beige gungstol i chenille med tuftad rygg, svarta ben och medar i bok, mot vit bakgrund
30069c15	2	Gungstolen i ett ljust vardagsrum med hylla och krukväxter
30069c15	4	Närbild på den tuftade sitsen och armstödets rundade kant
30069c15	5	Ett finger trycker ned den beiga chenillen för att visa stoppningen
30069c15	3	Måttskiss: 98,5 × 71 cm golvyta, 97 cm höjd, 53 cm sits och 120 kg maxlast
081f82f1	1	Brun gungstol i chenille med tuftad rygg, svarta ben och medar i bok, mot vit bakgrund
081f82f1	2	Gungstolen i ett ljust rum med marmorbord och krukväxt
081f82f1	4	Ett finger trycker ned den bruna chenillen för att visa stoppningen
081f82f1	5	Närbild på ryggens tuftning i brun chenille
081f82f1	3	Måttskiss: 98,5 × 71 cm golvyta, 97 cm höjd, 53 cm sits och 120 kg maxlast
ceb8d80c	1	Gräddvit gungstol i teddytyg med sidoficka och stomme i ljust trä, mot vit bakgrund
ceb8d80c	2	Gungstolen i ett ljust rum med byrå och krukväxter
ceb8d80c	4	Gungstolen sedd snett bakifrån med sidofickan på andra sidan i bild
ceb8d80c	5	Närbild på teddytygets lugg och ryggens rundade kant
ceb8d80c	3	Måttskiss: 96 × 70 cm golvyta, 107 cm höjd, 53 cm sits och 120 kg maxlast
93144f85	1	Mörkgrå gungstol i fleece med matchande fotpall, mot vit bakgrund
93144f85	2	Person som sitter i gungstolen och läser med fötterna på fotpallen
93144f85	4	Gungstolen och fotpallen i ett vardagsrum med sidobord
93144f85	5	Närbild på den tuftade ryggen i mörkgrått fleece
93144f85	3	Måttskiss: 101,5 × 70,5 cm golvyta, 99,5 cm höjd och fotpall 58 × 44 cm
2c0f466e	1	Beige gungstol i fleece med matchande fotpall, mot vit bakgrund
2c0f466e	2	Person som sitter i gungstolen och läser med fötterna på fotpallen
2c0f466e	4	Gungstolen och fotpallen i ett vardagsrum med litet sidobord
2c0f466e	5	Närbild på den tuftade ryggen i beige fleece
2c0f466e	3	Måttskiss: 101,5 × 70,5 cm golvyta, 99,5 cm höjd och fotpall 58 × 44 cm
bbcb8f31	1	Armlös ljusgrå gungstol i linnelook med ländkudde, svart metallram och medar i trä, mot vit bakgrund
bbcb8f31	2	Gungstolen i ett vardagsrum framför en bokhylla
bbcb8f31	4	Person som sitter i gungstolen med en filt över benen
bbcb8f31	5	Person i gungstolen med en hundvalp bredvid
bbcb8f31	3	Måttskiss: 92 × 72 cm golvyta, 102 cm höjd, 74 cm rygg och 120 kg maxlast
f642ba45	1	Vit gungstol i fleece med armstöd i trä och matchande fotpall, mot vit bakgrund
f642ba45	2	Person som sitter i gungstolen och läser med fötterna på fotpallen
f642ba45	4	Person som vilar tillbakalutad i gungstolen
f642ba45	5	Närbild på det vita fleecetyget som stryks med handen
f642ba45	3	Måttskiss: 82 × 64,5 cm golvyta, 99 cm höjd, 58 cm sits och fotpall 45 × 36 cm
3fb45f4f	1	Gräddvit gungstol i linnelook med stomme i trä och matchande pall, mot vit bakgrund
3fb45f4f	2	Person som sitter i gungstolen med en bärbar dator
3fb45f4f	4	Närbild på pallen med ben i trä
3fb45f4f	5	En hand stryker över det gräddvita tyget på sitsen
3fb45f4f	3	Måttskiss: 96 × 65 cm golvyta, 94,5 cm höjd, 58,5 cm sits och pall 54 × 36 cm
