68f7d530	1	Ljusgrått kattorn på 192 cm med två hålor, hängmattor och ramp, mot vit bakgrund
68f7d530	2	Kattornet i ett sovrum med katter på var sitt plan
68f7d530	4	Katter i tornets hängmatta och på den övre plattformen
68f7d530	3	Måttskiss: 48 × 48 cm golvyta och 192 cm höjd, jämförd med en person
a65a39f1	1	Mörkgrått kattorn på 206 cm för hörnet, mot vit bakgrund
a65a39f1	2	Kattornet i ett vardagsrum med grön vägg, en katt klättrar på stammen
a65a39f1	4	Katt som tittar ut ur det övre huset, med sisallindad stolpe bredvid
a65a39f1	5	Närbild på den runda hängmattan och den sisallindade stolpen
a65a39f1	3	Måttskiss: 60 × 50 cm golvyta och 206 cm höjd med husens och planens mått
39ec9d58	1	Mörkgrått takspänt klösträd, 240–260 cm, mot vit bakgrund
39ec9d58	2	Klösträdet spänt mellan golv och tak i ett vardagsrum med katter på planen
39ec9d58	4	Katt som ligger på sockeln under trädets ramp
39ec9d58	5	Närbild på sockelns matta med tasstryck
39ec9d58	3	Måttskiss: 60 × 45 cm golvyta och 240–260 cm höjd, jämförd med en person på 180 cm
0801a975	1	Beige kattorn på 148 cm med håla och rund bädd överst, mot vit bakgrund
0801a975	2	Kattornet bredvid en fåtölj och en krukväxt i ett vardagsrum
0801a975	4	Närbild på den runda bädden överst och den hängande bollen
0801a975	5	Kattornet sett rakt framifrån med hålan i mitten
0801a975	3	Måttskiss: 45 × 40 cm golvyta och 148 cm höjd, jämförd med en person på 180 cm
55dc854b	1	Mörkgrått takspänt klösträd i fem plan, 220–265 cm, mot vit bakgrund
55dc854b	2	Klösträdet spänt mellan golv och tak i ett ljust rum med en katt på ett av planen
55dc854b	4	Närbild på den slutna kattboxen med rund ingång
55dc854b	5	Närbild på det översta planet och spännstången
55dc854b	3	Måttskiss: 55 × 45 cm golvyta, 220–265 cm höjd och planens mått
d82beee4	1	Beige kattorn på 160 cm med två hålor, hängmatta och stege, mot vit bakgrund
d82beee4	2	Kattornet i ett vardagsrum med två katter, en på det översta planet
d82beee4	3	Måttskiss: 48 × 48 cm golvyta och 160 cm höjd, jämförd med en person på 180 cm
70f4481a	1	Beige kattorn på 140 cm med två hålor, hängmatta och stege, mot vit bakgrund
70f4481a	2	Kattornet i ett sovrum med två katter, en på det översta planet
70f4481a	3	Måttskiss: 48 × 48 cm golvyta och 140 cm höjd, jämförd med en person på 180 cm
ab6c0b93	1	Grönt klösträd som spänns mellan golv och tak, 202–242 cm, mot vit bakgrund
ab6c0b93	2	Klösträdet spänt mellan golv och tak intill en byrå i ett vardagsrum
ab6c0b93	4	Katt som klättrar på den jutelindade stolpen mellan konstgjorda blad
ab6c0b93	5	Närbild på jutelindningen och ett av de gröna sittplanen
ab6c0b93	3	Måttskiss: 37 × 21 cm golvyta och 202–242 cm höjd, jämförd med en person på 180 cm
