97b1d071	1	Avlastningsbord i rustik brun och svart metall med utfälld skiva och laddstation, på vit bakgrund
97b1d071	2	Avlastningsbordet vid en vit soffa med en kopp, böcker och en telefon som laddar på skivan
97b1d071	3	Måttbild: bordet är 57 cm högt, och skivan är 39 × 29 cm hopfälld och 39 × 58 cm utfälld
97b1d071	4	Avlastningsbordet med hopfälld skiva och en bordslampa bredvid en brun soffa
97b1d071	5	Närbild på laddstationen med eluttag och en sladd som laddar en telefon
46443b89	1	Beige bäddsoffa för två i sammetstyg med knappar i ryggen, guldfärgade ben och två kuddar, på vit bakgrund
46443b89	2	Bäddsoffan i ett vardagsrum med mintgröna väggar och en randig matta
46443b89	3	Måttbild: soffan mäter 181 × 73 × 78,5 cm och som säng 181 × 93 × 63 cm, och den bär 250 kg
46443b89	5	Närbild på sitsdynan, som är 15 cm tjock, och en kudde vid armstödet
efa4b5d6	1	Smalt sidobord med skiva och hylla i rustik brun, svart stålram och en tygficka nedtill, på vit bakgrund
efa4b5d6	3	Måttbild: sidobordet är 43 cm brett, 18 cm djupt och 56 cm högt och bär 13 kg
efa4b5d6	4	Närbild på den svarta tygfickan med tidningar och en bok
f716feb0	1	Två matstolar i mörkgrå, strukturerad sammet med svarta metallben, på vit bakgrund
f716feb0	2	Matstolarna vid ett runt, ljust matbord i ett ljust matrum
f716feb0	3	Måttbild: stolen mäter 45 × 57 × 89 cm, sitsen är 49 cm hög och 5 cm tjock och stolen bär 120 kg
f716feb0	4	Ett par vid ett runt, svart matbord där kvinnan sitter på den ena stolen och mannen står vid den andra
f716feb0	5	Matstolarna vid ett runt, svart matbord med fruktskål och en tidning
cad2e713	1	Två barstolar med ryggstöd i beige chenille och svart rund fot, på vit bakgrund
cad2e713	2	Barstolarna vid en köksbänk i ljust trä med en fruktskål
cad2e713	3	Måttbild: stolen är 93,5–115,5 cm hög, sitsen 47 × 34 cm och 63–84 cm hög och foten Ø38 cm
cad2e713	5	En hand på den mjuka sitsen i beige chenille
c23dab52	1	Fällbord i rustik brun med uppfälld skiva på svarta ben och hyllor i stommen, på vit bakgrund
c23dab52	3	Måttbild: uppfällt mäter bordet 80 × 90 × 93 cm och hopfällt 80 × 20 × 93 cm, och det bär 40 kg
c23dab52	5	Fällbordet hopfällt mot en vägg i ett vardagsrum, med en högtalare och en vas på översta hyllan
6ddedacc	1	Runt matbord med vit skiva och ben i ljus furu, på vit bakgrund
6ddedacc	3	Måttbild: bordet är Ø75 cm och 76 cm högt
6ddedacc	4	Det runda matbordet med två skålar och en vas med rosor mellan två stolar i trä
6ddedacc	5	Närbild underifrån på metallbeslaget som håller ihop benet och sargen i furu
c8c172a9	1	Runt bord med skiva i rustik brun och svart korsfot med fyra svängda ben, på vit bakgrund
c8c172a9	2	Det runda bordet med en tidning och en kaffekopp mellan två stolar vid ett trappräcke
c8c172a9	3	Måttbild: bordet är Ø78 cm och 75 cm högt
c8c172a9	4	Bordet med en vas med rosor och en fruktskål mellan bruna stolar på en gul matta
c8c172a9	5	Närbild på skivans kant i rustik brun träimitation
5e5ede44	1	Två sidobord med glasskiva och svart stålram, det lilla inskjutet under det stora, på vit bakgrund
5e5ede44	2	Sidoborden framför en vit soffa med en radio, tavlor och en vas på glasskivorna
5e5ede44	3	Måttbild: det stora bordet mäter 42 × 42 × 51 cm och det lilla 33 × 33 × 45,5 cm, och båda bär 10 kg
6d064139	1	C-format sidobord i svart stål med rektangulär skiva, på vit bakgrund
6d064139	3	Måttbild: sidobordet mäter 46 × 26 × 60 cm
6d064139	4	Sidobordet vid en säng med två böcker och en kaffekopp på skivan
6d064139	5	Närbild på den svarta stålfoten som skjuts in under en grå soffa
2f1fc319	1	Två runda brickbord i svart metall, det lilla inskjutet under det stora, på vit bakgrund
2f1fc319	2	Brickborden framför en ljus hörnsoffa med en kaffekopp, en tavla och en vas med orkidéer på brickorna
2f1fc319	3	Måttbild: det stora bordet är Ø43 × 38 cm och det lilla Ø35 × 34 cm
2f1fc319	5	Brickborden på en ljusblå matta i ett vardagsrum med gröna väggar, hyllor och krukväxter
7dfdf28d	1	Fåtölj med svartvitt hundtandsmönster, armstöd i brunt trä och guldfärgade ben, på vit bakgrund
7dfdf28d	2	Fåtöljen i ett ljust rum bredvid ett runt sidobord med guldfärgad fot
7dfdf28d	3	Måttbild: fåtöljen mäter 72 × 81,5 × 87,5 cm, och sitsen är 63 × 51 cm och 47,5 cm hög
7dfdf28d	4	Närbild på ryggdynan i hundtandsmönster och armstödet i trä
7dfdf28d	5	Närbild på armstödet i brunt trä på den guldfärgade stålramen
47bad2d7	1	Runt matbord med glasskiva och fyra korsade ben i svart stål, på vit bakgrund
47bad2d7	2	Glasbordet vid ett fönster med två vita stolar, en vas med blommor och en krukväxt
47bad2d7	3	Måttbild: bordet är 80 cm i diameter och 75 cm högt
47bad2d7	4	Glasbordet med en tekanna, en kopp och en krukväxt framför vita gardiner
47bad2d7	5	Närbild på de korsade benen i svart stål under bordet
c8de34ad	1	Öppen bokhylla med fyra bruna hyllplan och svart stålram med böjda sidor, på vit bakgrund
c8de34ad	2	Bokhyllan med böcker, vaser och krukväxter bredvid en ljus fåtölj
c8de34ad	3	Måttbild: hyllan mäter 80 × 30 × 141 cm, har 41,5 cm mellan planen och bär 80 kg
c8de34ad	4	Bokhyllan i ett kök med kastruller, glasburkar och en mixer på hyllplanen
c8de34ad	5	Bokhyllan i ett sovrum med en radio, en klocka, böcker och vikta filtar
eee98f0f	1	Bänk i naturfärgad massiv furu, på vit bakgrund
eee98f0f	2	Bänken vid ett matbord i trä i ett ljust matrum
eee98f0f	3	Måttbild: bänken mäter 150 × 33 × 45 cm
eee98f0f	4	Bänken i en hall med en handväska och en kudde på sitsen och skor under
eee98f0f	5	Närbild på hörnet av bänken i massiv furu
6c54c9c3	1	Smal plastgran med vita, snöade spetsar på en fot i stål, på vit bakgrund
6c54c9c3	2	Den smala granen med silverkulor bredvid en öppen spis med julpaket och en stjärna
6c54c9c3	3	Måttbild: granen är 190 cm hög och Ø53 cm, bredvid en siluett av en person
6c54c9c3	4	Den smala granen utan pynt i ett vardagsrum med öppen spis och julpaket
6c54c9c3	5	Närbild på grenarna med vita, snöade spetsar
7a5e5c31	1	Smal grön konstgran på en fot i stål, på vit bakgrund
7a5e5c31	2	Den smala granen med färgglada kulor bredvid en öppen spis med girlang och julpaket
7a5e5c31	3	Måttbild: granen är 180 cm hög och Ø56 cm, bredvid en tomte i samma höjd
7a5e5c31	4	Närbild på grenarna med julkulor och en guldfärgad istapp
7a5e5c31	5	Toppen av granen med en vit snöflinga i plast
