839326a2	1	Svart hylla med fyra plan och medföljande fjärrkontroll mot vit bakgrund
839326a2	2	Hyllan står vid en säng i ett sovrum och lyser upp föremålen på planen
839326a2	3	Måttritning med bredd 45 cm, djup 29 cm och totalhöjd 157 cm
839326a2	4	Hyllan i ett spelrum med lila och rosa belysning bakom en dator
839326a2	5	Hyllan i ett vardagsrum med grönt sken bakom vaser och prydnadsföremål
21c72bf0	1	Silverfärgad båglampa med rund kupa och marmorfot mot vit bakgrund
21c72bf0	2	Kvinna läser i en soffa med båglampan böjd över sig
21c72bf0	3	Måttritning med totalhöjd 167 cm och bågens räckvidd 100 cm
21c72bf0	4	Båglampan tänd bakom en ljus soffa med kuddar och ett soffbord
21c72bf0	5	Båglampan lyser över en säng där en kvinna sitter och läser
e206fdd8	1	Två bordslampor med bärnstensfärgad glasfot och vit skärm mot vit bakgrund
e206fdd8	2	Båda lamporna tända på ett vitt avlastningsbord mot en beige vägg
e206fdd8	3	Måttritning med skärmens bredd 30 cm och lampans höjd 56 cm
e206fdd8	4	Närbild på den tända skärmens överkant och glasfotens metallring
e206fdd8	5	Närbild på den droppformade glasfoten i bärnsten mot ljus bakgrund
53e66496	1	Vit golvlampa med fyrkantig skärm och tre bruna hyllplan mot vit bakgrund
53e66496	2	Lampan tänd bredvid ett bord i ett sovrum med gardin och kuddar
53e66496	3	Måttritning med skärmens 26 cm bredd, 36 cm höjd och lampans 159 cm
53e66496	4	Närbild på den tända tygskärmen och dragsnöret under den
53e66496	5	Närbild på hyllplanen med två askar bredvid lampans stolpe
d286370d	1	Golvlampa med guldfärgad stång och smal gräddvit skärm mot vit bakgrund
d286370d	2	Lampan tänd i ett vardagsrum bredvid en stol och en vit byrå
d286370d	3	Måttritning med skärmens 25 cm bredd, 40 cm höjd och lampans 157 cm
d286370d	4	Närbild uppifrån på den runda guldfärgade foten och sladden
d286370d	5	Närbild på dragkedjan som hänger vid skärmens underkant
fbddd5b6	1	Smal LED-golvlampa med ljusstav och rund fot mot vit bakgrund
fbddd5b6	2	Lampan tänd i ett rum med vaser på ett bord och fjärrkontrollen bredvid
fbddd5b6	3	Måttritning med lampans höjd 150 cm och fotens bredd 20 cm
fbddd5b6	4	Lampan tänd i ett sovrumshörn bredvid ett nattduksbord och en växt
fbddd5b6	5	Kvinna med ett barn i en säng med lampan tänd vid fönstret
8f8c287e	1	Taklampa med räfflad genomskinlig akrylskärm sedd snett underifrån
8f8c287e	2	Lampan tänd i taket i ett vardagsrum med hyllor och en soffa
8f8c287e	3	Måttritning med skärmens 32 cm bredd, 16,5 cm höjd och takplattans 12 cm
8f8c287e	4	Lampan tänd i taket i en hall med en dörr och en trappa
8f8c287e	5	Lampan tänd i taket vid ett fönster med en grön växt under
4311c3a2	1	Vägglampa med svart fäste och akrylstav i ett vitt galler mot ljus vägg
4311c3a2	2	Lampan tänd på en vägg ovanför en byrå med en prydnadsfigur
4311c3a2	3	Måttritning med lampans höjd 30,7 cm, djup 11 cm och bredd 10,5 cm
4311c3a2	4	Lampan tänd bakom en fåtölj med böcker och en figur på ett bord
4311c3a2	5	Två lampor tända längs en trappa i en hall med fönster
