9e81d573	1	Svart båglampa med tygskärm och rund metallfot, sedd från sidan mot vit bakgrund
9e81d573	2	Kvinna läser i sängen med båglampan böjd över sig i ett sovrum
9e81d573	3	Måttritning med skärmens Ø47 cm, totalhöjd 190 cm och bågens räckvidd 105 cm
9e81d573	4	Båglampan sedd snett framifrån, med skärmen lutad nedåt mot vit bakgrund
13a53d52	1	Golvlampa med böjd svart stång och dubbellagrad skärm i pappersrep, mot vit bakgrund
13a53d52	2	Lampan står vid en soffa i ett ljust vardagsrum med soffbord och gardiner
13a53d52	3	Måttritning med skärm 33 cm bred och 16 cm hög, totalhöjd 170 cm och fot Ø25 cm
13a53d52	4	Lampan lyser över en säng i ett sovrum med rund trädekor på väggen
13a53d52	5	Lampan tänd i ett mörkt rum bredvid ett skrivbord och en krukväxt
09e62d6e	1	Golvlampa med guldfärgad stång och vit tygskärm, sedd framifrån mot vit bakgrund
09e62d6e	2	Lampan tänd bredvid en säng i ett sovrum med sminkbord
09e62d6e	3	Måttritning med skärm Ø37 cm och 18 cm hög samt totalhöjd 153 cm
09e62d6e	4	Fyra närbilder på foten, skärmen, ledet och stången i guldfärgad metall
09e62d6e	5	Närbild på den vita tygskärmens undersida och kant
79411b09	1	Golvlampa med guldfärgad stång och rund akrylskärm, sedd framifrån mot vit bakgrund
79411b09	2	Lampan tänd bredvid en säng med rottinggavel i ett ljust sovrum
79411b09	3	Måttritning med skärm Ø40 cm, 4 cm hög, och totalhöjd 157,5 cm
79411b09	4	Lampan står i ett vardagsrum med persienner, fåtölj och krukväxt
79411b09	5	Två personer sitter i soffan under lampans tända skärm
65ca6f6d	1	Golvlampa med sidoarm, tygskärm och rund bambuhylla på stången, mot vit bakgrund
65ca6f6d	2	Lampan tänd över en soffa i ett vardagsrum med tavla på väggen
65ca6f6d	3	Måttritning med skärm Ø40 cm och 25 cm hög, totalhöjd 170 cm och fot Ø29,5 cm
65ca6f6d	5	Närbild på sidoarmen och kedjeströmbrytaren vid lamphållaren
03be42ca	1	Grå golvlampa med skålformad skärm och smal stång, sedd framifrån mot vit bakgrund
03be42ca	2	Lampan står i ett vardagsrum med grön fåtölj och mörkt skåp
03be42ca	3	Måttritning med skärm Ø30 cm, 14,5 cm hög, totalhöjd 155 cm och fot Ø22 cm
03be42ca	4	Lampan tänd bakom en grön soffa med kuddar i ett ljust rum
03be42ca	5	Lampan bredvid ett skrivbord och en stor krukväxt
d2dfd1fa	1	Golvlampa med öppen svart stomme, tre hyllplan och lampdel överst, mot vit bakgrund
d2dfd1fa	2	Lampan står i ett vardagsrum med rottingskåp och blommor, med saker på hyllplanen
d2dfd1fa	3	Måttritning med stommen 26 × 26 cm och totalhöjd 161 cm
d2dfd1fa	4	Lampan tänd bredvid en ljus soffa med kuddar
d2dfd1fa	5	Lampan står vid sängen i ett sovrum och lyser upp hörnet
2a9d6c01	1	Golvlampa i mässingsfärgad metall med kupolformad skärm, sedd framifrån mot vit bakgrund
2a9d6c01	2	Lampan tänd bredvid ett skrivbord med klocka och stor krukväxt
2a9d6c01	3	Måttritning med skärm 23 cm bred och 7 cm hög samt totalhöjd 134 cm
2a9d6c01	4	Lampan står i ett vardagsrum vid en byrå och en krukväxt
2a9d6c01	5	Lampan tänd i ett sovrum bredvid en byrå med tavlor på väggen
