a6b24d45	1	Vit gåbil i Mercedes-modell med skjutstång, sufflett och skyddsbåge, mot vit bakgrund
a6b24d45	2	En förälder skjuter ett barn i den vita gåbilen på en gångväg i en park
a6b24d45	4	Närbild på ratten och den ljusa suffletten sedd uppifrån
a6b24d45	5	Närbild på skjutstångens fäste vid bilens bakre del
7d243274	1	Vit gåbil med skjutstång, sufflett och pedaler, mot vit bakgrund
7d243274	2	En förälder skjuter ett barn i den vita gåbilen på en gång vid en gräsmatta
7d243274	3	Måttskiss på gåbilen med 96 cm längd, 39 cm bredd, 90 cm höjd och sitsen 26 cm över marken
7d243274	4	Närbild på skjutstångens kulled där stången fästs i bilen
7d243274	5	Närbild på karossens sida och framskärmen
f87c0ccb	1	Röd gåbil i Mercedes-Benz C-klass med hög skjutstång och skyddsbåge, mot vit bakgrund
f87c0ccb	2	En förälder skjuter ett barn i den röda gåbilen längs en strandpromenad
f87c0ccb	4	Fyra vyer av den röda gåbilen bakifrån, från sidan och snett framifrån
f87c0ccb	5	Ett barn sitter i den röda gåbilen på en stenlagd uteplats
5a4f16a3	1	Grön gåbil i Lamborghini-modell med avtagbar skjutstång, sedd från två håll mot vit bakgrund
5a4f16a3	2	En förälder skjuter ett barn i den gröna gåbilen på en uppfart
5a4f16a3	3	Måttskiss på gåbilen med 86,5 cm längd, 40 cm bredd, 89,5 cm höjd och sitsen 24 cm
5a4f16a3	5	Närbild på sitsen och ratten med knappanelen
2e12de07	1	Mattsvart sparkbil i Porsche-modell med ratt och ryggstöd, mot vit bakgrund
2e12de07	2	Ett barn kör den svarta sparkbilen på en asfalterad gård
2e12de07	4	Närbild på ratten och instrumentpanelen med startknappen
2e12de07	5	Närbild på framhjulet med fälg och bromsdetalj
1e5eac85	1	Rosa sparkbil i Land Rover Discovery-modell med ratt och ryggstöd, mot vit bakgrund
1e5eac85	2	Ett barn kör den rosa sparkbilen på en stenlagd gång vid en gräsmatta
1e5eac85	4	Närbild på bilens front och framhjul med vit fälg
1e5eac85	5	Den rosa sparkbilen sedd bakifrån på en uppfart
41be5a7a	1	Vit sparkbil i Mercedes-Benz C-klass med ratt och avtagbart ryggstöd, mot vit bakgrund
41be5a7a	2	Ett barn kör den vita sparkbilen på en stenlagd gång i en trädgård
382f99ee	1	Sparkfordon i motorcykelform i vitt och rött med tre hjul, mot vit bakgrund
382f99ee	2	Sparkfordonet står på en matta i ett barnrum bredvid en fåtölj
382f99ee	3	Måttskiss på sparkfordonet med 74 cm längd, 39 cm bredd, 48 cm höjd och sitsen 30 cm över marken
382f99ee	4	Närbild på det öppnade förvaringsfacket under sitsen med bollar i
382f99ee	5	Närbild på de två bakhjulen och fotplattan
